	"Data Addendum B.-Data Status Indicators, Data APC Assignments, and Data Comment Indicators Used in the Development of the Geometric Mean Costs for HCPCS codes and APCs for CY 2015"																																																																
85660	"	Rbc sickle cell test"	N		CP14																																																													
85670	"	Thrombin time plasma"	N		CP14																																																													
85675	"	Thrombin time titer"	N		CP14																																																													
85705	"	Thromboplastin inhibition"	N		CP14																																																													
85730	"	Thromboplastin time partial"	N		CP14																																																													
85732	"	Thromboplastin time partial"	N		CP14																																																													
85810	"	Blood viscosity examination"	N		CP14																																																													
85999	"	Hematology procedure"	N		CP14																																																													
86000	"	Agglutinins febrile antigen"	N		CP14																																																													
86001	"	Allergen specific igg"	N		CP14																																																													
86003	"	Allergen specific ige"	N		CP14																																																													
86005	"	Allergen specific ige"	N		CP14																																																													
86021	"	Wbc antibody identification"	N		CP14																																																													
86022	"	Platelet antibodies"	N		CP14																																																													
86023	"	Immunoglobulin assay"	N		CP14																																																													
86038	"	Antinuclear antibodies"	N		CP14																																																													
86039	"	Antinuclear antibodies (ana)"	N		CP14																																																													
86060	"	Antistreptolysin o titer"	N		CP14																																																													
86063	"	Antistreptolysin o screen"	N		CP14																																																													
86077	"	Phys blood bank serv xmatch"	N	0450	CP15																																																													
86078	"	Phys blood bank serv reactj"	N	0433	CP15																																																													
86079	"	Phys blood bank serv authrj"	N	0433	CP15																																																													
86140	"	C-reactive protein"	N		CP14																																																													
86141	"	C-reactive protein hs"	N		CP14																																																													
86146	"	Beta-2 glycoprotein antibody"	N		CP14																																																													
86147	"	Cardiolipin antibody ea ig"	N		CP14																																																													
86148	"	Anti-phospholipid antibody"	N		CP14																																																													
86152	"	Cell enumeration & id"	N		NI13																																																													
86153	"	Cell enumeration phys interp"	B		NI13																																																													
86155	"	Chemotaxis assay"	N		CP14																																																													
86156	"	Cold agglutinin screen"	N		CP14																																																													
86157	"	Cold agglutinin titer"	N		CP14																																																													
86160	"	Complement antigen"	N		CP14																																																													
86161	"	Complement/function activity"	N		CP14																																																													
86162	"	Complement total (ch50)"	N		CP14																																																													
86171	"	Complement fixation each"	N		CP14																																																													
86185	"	Counterimmunoelectrophoresis"	N		CP14																																																													
86200	"	Ccp antibody"	N		NI6																																																													
86215	"	Deoxyribonuclease antibody"	N		CP14																																																													
86225	"	Dna antibody native"	N		CP14																																																													
86226	"	Dna antibody single strand"	N		CP14																																																													
86235	"	Nuclear antigen antibody"	N		CP14																																																													
86243	"	Fc receptor"	N		CP14																																																													
86255	"	Fluorescent antibody screen"	N		CP14																																																													
86256	"	Fluorescent antibody titer"	N		CP14																																																													
86277	"	Growth hormone antibody"	N		CP14																																																													
86280	"	Hemagglutination inhibition"	N		CP14																																																													
86294	"	Immunoassay tumor qual"	N		CP14																																																													
86300	"	Immunoassay tumor ca 15-3"	N		CP14																																																													
86301	"	Immunoassay tumor ca 19-9"	N		CP14																																																													
86304	"	Immunoassay tumor ca 125"	N		CP14																																																													
86305	"	Human epididymis protein 4"	N		NI10																																																													
86308	"	Heterophile antibody screen"	N		CP14																																																													
86309	"	Heterophile antibody titer"	N		CP14																																																													
86310	"	Heterophile antibody absrbj"	N		CP14																																																													
86316	"	Immunoassay tumor other"	N		CP14																																																													
86317	"	Immunoassay infectious agent"	N		CP14																																																													
86318	"	Immunoassay infectious agent"	N		CP14																																																													
86320	"	Serum immunoelectrophoresis"	N		CP14																																																													
86325	"	Other immunoelectrophoresis"	N		CP14																																																													
86327	"	Immunoelectrophoresis assay"	N		CP14																																																													
86329	"	Immunodiffusion nes"	N		CP14																																																													
86331	"	Immunodiffusion ouchterlony"	N		CP14																																																													
86332	"	Immune complex assay"	N		CP14																																																													
86334	"	Immunofix e-phoresis serum"	N		CP14																																																													
86335	"	Immunfix e-phorsis/urine/csf"	N		CP14																																																													
86336	"	Inhibin a"	N		CP14																																																													
86337	"	Insulin antibodies"	N		CP14																																																													
86340	"	Intrinsic factor antibody"	N		CP14																																																													
86341	"	Islet cell antibody"	N		CP14																																																													
86343	"	Leukocyte histamine release"	N		CP14																																																													
86344	"	Leukocyte phagocytosis"	N		CP14																																																													
86352	"	Cell function assay w/stim"	N		NI10																																																													
86353	"	Lymphocyte transformation"	N		CP14																																																													
86355	"	B cells total count"	N		NI6																																																													
86356	"	Mononuclear cell antigen"	N		NI8																																																													
86357	"	Nk cells total count"	N		NI6																																																													
86359	"	T cells total count"	N		CP14																																																													
86360	"	T cell absolute count/ratio"	N		CP14																																																													
86361	"	T cell absolute count"	N		CP14																																																													
86367	"	Stem cells total count"	N		NI6																																																													
86376	"	Microsomal antibody each"	N		CP14																																																													
86378	"	Migration inhibitory factor"	N		CP14																																																													
86382	"	Neutralization test viral"	N		CP14																																																													
86384	"	Nitroblue tetrazolium dye"	N		CP14																																																													
86386	"	Nuclear matrix protein 22"	N		NI12																																																													
86403	"	Particle agglut antbdy scrn"	N		CP14																																																													
86406	"	Particle agglut antbdy titr"	N		CP14																																																													
86430	"	Rheumatoid factor test qual"	N		CP14																																																													
86431	"	Rheumatoid factor quant"	N		CP14																																																													
86480	"	Tb test cell immun measure"	N		NI6																																																													
86481	"	Tb ag response t-cell susp"	N		NI11																																																													
86485	"	Skin test candida"	N	0340	CP15																																																													
86486	"	Skin test nos antigen"	N	0340	NI8																																																													
86490	"	Coccidioidomycosis skin test"	N	0420	CP15																																																													
86510	"	Histoplasmosis skin test"	N	0340	CP15																																																													
86580	"	Tb intradermal test"	N	0450	CP15																																																													
86590	"	Streptokinase antibody"	N		CP14																																																													
86592	"	Syphilis test non-trep qual"	N		CP14																																																													
86593	"	Syphilis test non-trep quant"	N		CP14																																																													
86602	"	Antinomyces antibody"	N		CP14																																																													
86603	"	Adenovirus antibody"	N		CP14																																																													
86606	"	Aspergillus antibody"	N		CP14																																																													
86609	"	Bacterium antibody"	N		CP14																																																													
86611	"	Bartonella antibody"	N		CP14																																																													
86612	"	Blastomyces antibody"	N		CP14																																																													
86615	"	Bordetella antibody"	N		CP14																																																													
86617	"	Lyme disease antibody"	N		CP14																																																													
86618	"	Lyme disease antibody"	N		CP14																																																													
86619	"	Borrelia antibody"	N		CP14																																																													
86622	"	Brucella antibody"	N		CP14																																																													
86625	"	Campylobacter antibody"	N		CP14																																																													
86628	"	Candida antibody"	N		CP14																																																													
86631	"	Chlamydia antibody"	N		CP14																																																													
86632	"	Chlamydia igm antibody"	N		CP14																																																													
86635	"	Coccidioides antibody"	N		CP14																																																													
86638	"	Q fever antibody"	N		CP14																																																													
86641	"	Cryptococcus antibody"	N		CP14																																																													
86644	"	Cmv antibody"	N		CP14																																																													
86645	"	Cmv antibody igm"	N		CP14																																																													
86648	"	Diphtheria antibody"	N		CP14																																																													
86651	"	Encephalitis californ antbdy"	N		CP14																																																													
86652	"	Encephaltis east eqne anbdy"	N		CP14																																																													
86653	"	Encephaltis st louis antbody"	N		CP14																																																													
86654	"	Encephaltis west eqne antbdy"	N		CP14																																																													
86658	"	Enterovirus antibody"	N		CP14																																																													
86663	"	Epstein-barr antibody"	N		CP14																																																													
86664	"	Epstein-barr nuclear antigen"	N		CP14																																																													
86665	"	Epstein-barr capsid vca"	N		CP14																																																													
86666	"	Ehrlichia antibody"	N		CP14																																																													
86668	"	Francisella tularensis"	N		CP14																																																													
86671	"	Fungus nes antibody"	N		CP14																																																													
86674	"	Giardia lamblia antibody"	N		CP14																																																													
86677	"	Helicobacter pylori antibody"	N		CP14																																																													
86682	"	Helminth antibody"	N		CP14																																																													
86684	"	Hemophilus influenza antibdy"	N		CP14																																																													
86687	"	Htlv-i antibody"	N		CP14																																																													
86688	"	Htlv-ii antibody"	N		CP14																																																													
86689	"	Htlv/hiv confirmj antibody"	N		CP14																																																													
86692	"	Hepatitis delta agent antbdy"	N		CP14																																																													
86694	"	Herpes simplex nes antbdy"	N		CP14																																																													
86695	"	Herpes simplex type 1 test"	N		CP14																																																													
86696	"	Herpes simplex type 2 test"	N		CP14																																																													
86698	"	Histoplasma antibody"	N		CP14																																																													
86701	"	Hiv-1antibody"	N		CP14																																																													
86702	"	Hiv-2 antibody"	N		CP14																																																													
86703	"	Hiv-1/hiv-2 1 result antbdy"	N		CP14																																																													
86704	"	Hep b core antibody total"	N		CP14																																																													
86705	"	Hep b core antibody igm"	N		CP14																																																													
86706	"	Hep b surface antibody"	N		CP14																																																													
86707	"	Hepatitis be antibody"	N		CP14																																																													
86708	"	Hepatitis a total antibody"	N		CP14																																																													
86709	"	Hepatitis a igm antibody"	N		CP14																																																													
86710	"	Influenza virus antibody"	N		CP14																																																													
86711	"	John cunningham antibody"	N		NI13																																																													
86713	"	Legionella antibody"	N		CP14																																																													
86717	"	Leishmania antibody"	N		CP14																																																													
86720	"	Leptospira antibody"	N		CP14																																																													
86723	"	Listeria monocytogenes"	N		CP14																																																													
86727	"	Lymph choriomeningitis ab"	N		CP14																																																													
86729	"	Lympho venereum antibody"	N		CP14																																																													
86732	"	Mucormycosis antibody"	N		CP14																																																													
86735	"	Mumps antibody"	N		CP14																																																													
86738	"	Mycoplasma antibody"	N		CP14																																																													
86741	"	Neisseria meningitidis"	N		CP14																																																													
86744	"	Nocardia antibody"	N		CP14																																																													
86747	"	Parvovirus antibody"	N		CP14																																																													
86750	"	Malaria antibody"	N		CP14																																																													
86753	"	Protozoa antibody nos"	N		CP14																																																													
86756	"	Respiratory virus antibody"	N		CP14																																																													
86757	"	Rickettsia antibody"	N		CP14																																																													
86759	"	Rotavirus antibody"	N		CP14																																																													
86762	"	Rubella antibody"	N		CP14																																																													
86765	"	Rubeola antibody"	N		CP14																																																													
86768	"	Salmonella antibody"	N		CP14																																																													
86771	"	Shigella antibody"	N		CP14																																																													
86774	"	Tetanus antibody"	N		CP14																																																													
86777	"	Toxoplasma antibody"	N		CP14																																																													
86778	"	Toxoplasma antibody igm"	N		CP14																																																													
86780	"	Treponema pallidum"	N		NI10																																																													
86784	"	Trichinella antibody"	N		CP14																																																													
86787	"	Varicella-zoster antibody"	N		CP14																																																													
86788	"	West nile virus ab igm"	N		NI7																																																													
86789	"	West nile virus antibody"	N		NI7																																																													
86790	"	Virus antibody nos"	N		CP14																																																													
86793	"	Yersinia antibody"	N		CP14																																																													
86800	"	Thyroglobulin antibody"	N		CP14																																																													
86803	"	Hepatitis c ab test"	N		CP14																																																													
86804	"	Hep c ab test confirm"	N		CP14																																																													
86805	"	Lymphocytotoxicity assay"	N		CP14																																																													
86806	"	Lymphocytotoxicity assay"	N		CP14																																																													
86807	"	Cytotoxic antibody screening"	N		CP14																																																													
86808	"	Cytotoxic antibody screening"	N		CP14																																																													
86812	"	Hla typing a b or c"	N		CP14																																																													
86813	"	Hla typing a b or c"	N		CP14																																																													
86816	"	Hla typing dr/dq"	N		CP14																																																													
86817	"	Hla typing dr/dq"	N		CP14																																																													
86821	"	Lymphocyte culture mixed"	N		CP14																																																													
86822	"	Lymphocyte culture primed"	N		CP14																																																													
86825	"	Hla x-math non-cytotoxic"	N		NI10																																																													
86826	"	Hla x-match noncytotoxc addl"	N		NI10																																																													
86828	"	Hla class i&ii antibody qual"	N		NI13																																																													
86829	"	Hla class i/ii antibody qual"	N		NI13																																																													
86830	"	Hla class i phenotype qual"	N		NI13																																																													
86831	"	Hla class ii phenotype qual"	N		NI13																																																													
86832	"	Hla class i high defin qual"	N		NI13																																																													
86833	"	Hla class ii high defin qual"	N		NI13																																																													
86834	"	Hla class i semiquant panel"	N		NI13																																																													
86835	"	Hla class ii semiquant panel"	N		NI13																																																													
86849	"	Immunology procedure"	N		CP14																																																													
86850	"	Rbc antibody screen"	N	0345	CP15																																																													
86860	"	Rbc antibody elution"	S	0346	CP15																																																													
86870	"	Rbc antibody identification"	N	0433	CP15																																																													
86880	"	Coombs test direct"	S	0346	CP15																																																													
86885	"	Coombs test indirect qual"	S	0346	CP15																																																													
86886	"	Coombs test indirect titer"	N	0433	CP15																																																													
86890	"	Autologous blood process"	S	0346	CP15																																																													
86891	"	Autologous blood op salvage"	S	0346	CP15																																																													
86900	"	Blood typing serologic abo"	N	0345	CP15																																																													
86901	"	Blood typing serologic rh(d)"	N	0345	CP15																																																													
86902	"	Blood type antigen donor ea"	N	0345	NI11																																																													
86904	"	Blood typing patient serum"	N	0345	CP15																																																													
86905	"	Blood typing rbc antigens"	N	0345	CP15																																																													
86906	"	Bld typing serologic rh phnt"	N	0345	CP15																																																													
86910	"	Blood typing paternity test"	E																																																															
86911	"	Blood typing antigen system"	E																																																															
86920	"	Compatibility test spin"	S	0346	CP15																																																													
86921	"	Compatibility test incubate"	N	0345	CP15																																																													
86922	"	Compatibility test antiglob"	S	0346	CP15																																																													
86923	"	Compatibility test electric"	S	0346	NI6																																																													
86927	"	Plasma fresh frozen"	S	0438	CF14																																																													
86930	"	Frozen blood prep"	N	0345	CP15																																																													
86931	"	Frozen blood thaw"	S	0346	CP15																																																													
86932	"	Frozen blood freeze/thaw"	N	0345	CP15																																																													
86940	"	Hemolysins/agglutinins auto"	N		CP14																																																													
86941	"	Hemolysins/agglutinins"	N		CP14																																																													
86945	"	Blood product/irradiation"	N	0345	CP15																																																													
86950	"	Leukacyte transfusion"	N	0345	CP15																																																													
86960	"	Vol reduction of blood/prod"	S	0346	NI6																																																													
86965	"	Pooling blood platelets"	S	0346	CP15																																																													
86970	"	Rbc pretx incubatj w/chemicl"	N	0450	CP15																																																													
86971	"	Rbc pretx incubatj w/enzymes"	S	0346	CP15																																																													
86972	"	Rbc pretx incubatj w/density"	S	0346	CP15																																																													
86975	"	Rbc serum pretx incubj drugs"	S	0346	CP15																																																													
86976	"	Rbc serum pretx id dilution"	N	0345	CP15																																																													
86977	"	Rbc serum pretx incubj/inhib"	N	0345	CP15																																																													
86978	"	Rbc pretreatment serum"	N	0345	CP15																																																													
86985	"	Split blood or products"	S	0346	CP15																																																													
86999	"	Transfusion procedure"	N	0345	CP15																																																													
87001	"	Small animal inoculation"	N		D15																																																													
87003	"	Small animal inoculation"	N		CP14																																																													
87015	"	Specimen infect agnt concntj"	N		CP14																																																													
87040	"	Blood culture for bacteria"	N		CP14																																																													
87045	"	Feces culture aerobic bact"	N		CP14																																																													
87046	"	Stool cultr aerobic bact ea"	N		CP14																																																													
87070	"	Culture othr specimn aerobic"	N		CP14																																																													
87071	"	Culture aerobic quant other"	N		CP14																																																													
87073	"	Culture bacteria anaerobic"	N		CP14																																																													
87075	"	Cultr bacteria except blood"	N		CP14																																																													
87076	"	Culture anaerobe ident each"	N		CP14																																																													
87077	"	Culture aerobic identify"	N		CP14																																																													
87081	"	Culture screen only"	N		CP14																																																													
87084	"	Culture of specimen by kit"	N		CP14																																																													
87086	"	Urine culture/colony count"	N		CP14																																																													
87088	"	Urine bacteria culture"	N		CP14																																																													
87101	"	Skin fungi culture"	N		CP14																																																													
87102	"	Fungus isolation culture"	N		CP14																																																													
87103	"	Blood fungus culture"	N		CP14																																																													
87106	"	Fungi identification yeast"	N		CP14																																																													
87107	"	Fungi identification mold"	N		CP14																																																													
87109	"	Mycoplasma"	N		CP14																																																													
87110	"	Chlamydia culture"	N		CP14																																																													
87116	"	Mycobacteria culture"	N		CP14																																																													
87118	"	Mycobacteric identification"	N		CP14																																																													
87140	"	Culture type immunofluoresc"	N		CP14																																																													
87143	"	Culture typing glc/hplc"	N		CP14																																																													
87147	"	Culture type immunologic"	N		CP14																																																													
87149	"	Dna/rna direct probe"	N		CP14																																																													
87150	"	Dna/rna amplified probe"	N		NI10																																																													
87152	"	Culture type pulse field gel"	N		CP14																																																													
87153	"	Dna/rna sequencing"	N		NI10																																																													
87158	"	Culture typing added method"	N		CP14																																																													
87164	"	Dark field examination"	N		CP14																																																													
87166	"	Dark field examination"	N		CP14																																																													
87168	"	Macroscopic exam arthropod"	N		CP14																																																													
87169	"	Macroscopic exam parasite"	N		CP14																																																													
87172	"	Pinworm exam"	N		CP14																																																													
87176	"	Tissue homogenization cultr"	N		CP14																																																													
87177	"	Ova and parasites smears"	N		CP14																																																													
87181	"	Microbe susceptible diffuse"	N		CP14																																																													
87184	"	Microbe susceptible disk"	N		CP14																																																													
87185	"	Microbe susceptible enzyme"	N		CP14																																																													
87186	"	Microbe susceptible mic"	N		CP14																																																													
87187	"	Microbe susceptible mlc"	N		CP14																																																													
87188	"	Microbe suscept macrobroth"	N		CP14																																																													
87190	"	Microbe suscept mycobacteri"	N		CP14																																																													
87197	"	Bactericidal level serum"	N		CP14																																																													
87205	"	Smear gram stain"	N		CP14																																																													
87206	"	Smear fluorescent/acid stai"	N		CP14																																																													
87207	"	Smear special stain"	N		CP14																																																													
87209	"	Smear complex stain"	N		NI6																																																													
87210	"	Smear wet mount saline/ink"	N		CP14																																																													
87220	"	Tissue exam for fungi"	N		CP14																																																													
87230	"	Assay toxin or antitoxin"	N		CP14																																																													
87250	"	Virus inoculate eggs/animal"	N		CP14																																																													
87252	"	Virus inoculation tissue"	N		CP14																																																													
87253	"	Virus inoculate tissue addl"	N		CP14																																																													
87254	"	Virus inoculation shell via"	N		CP14																																																													
87255	"	Genet virus isolate hsv"	N		CP14																																																													
87260	"	Adenovirus ag if"	N		CP14																																																													
87265	"	Pertussis ag if"	N		CP14																																																													
87267	"	Enterovirus antibody dfa"	N		CP14																																																													
87269	"	Giardia ag if"	N		CP14																																																													
87270	"	Chlamydia trachomatis ag if"	N		CP14																																																													
87271	"	Cytomegalovirus dfa"	N		CP14																																																													
87272	"	Cryptosporidium ag if"	N		CP14																																																													
87273	"	Herpes simplex 2 ag if"	N		CP14																																																													
87274	"	Herpes simplex 1 ag if"	N		CP14																																																													
87275	"	Influenza b ag if"	N		CP14																																																													
87276	"	Influenza a ag if"	N		CP14																																																													
87277	"	Legionella micdadei ag if"	N		CP14																																																													
87278	"	Legion pneumophilia ag if"	N		CP14																																																													
87279	"	Parainfluenza ag if"	N		CP14																																																													
87280	"	Respiratory syncytial ag if"	N		CP14																																																													
87281	"	Pneumocystis carinii ag if"	N		CP14																																																													
87283	"	Rubeola ag if"	N		CP14																																																													
87285	"	Treponema pallidum ag if"	N		CP14																																																													
87290	"	Varicella zoster ag if"	N		CP14																																																													
87299	"	Antibody detection nos if"	N		CP14																																																													
87300	"	Ag detection polyval if"	N		CP14																																																													
87301	"	Adenovirus ag eia"	N		CP14																																																													
87305	"	Aspergillus ag eia"	N		NI7																																																													
87320	"	Chylmd trach ag eia"	N		CP14																																																													
87324	"	Clostridium ag eia"	N		CP14																																																													
87327	"	Cryptococcus neoform ag eia"	N		CP14																																																													
87328	"	Cryptosporidium ag eia"	N		CP14																																																													
87329	"	Giardia ag eia"	N		CP14																																																													
87332	"	Cytomegalovirus ag eia"	N		CP14																																																													
87335	"	E coli 0157 ag eia"	N		CP14																																																													
87336	"	Entamoeb hist dispr ag eia"	N		CP14																																																													
87337	"	Entamoeb hist group ag eia"	N		CP14																																																													
87338	"	Hpylori stool eia"	N		CP14																																																													
87339	"	H pylori ag eia"	N		CP14																																																													
87340	"	Hepatitis b surface ag eia"	N		CP14																																																													
87341	"	Hepatitis b surface ag eia"	N		CP14																																																													
87350	"	Hepatitis be ag eia"	N		CP14																																																													
87380	"	Hepatitis delta ag eia"	N		CP14																																																													
87385	"	Histoplasma capsul ag eia"	N		CP14																																																													
87389	"	Hiv-1 ag w/hiv-1 & hiv-2 ab"	N		NI12																																																													
87390	"	Hiv-1 ag eia"	N		CP14																																																													
87391	"	Hiv-2 ag eia"	N		CP14																																																													
87400	"	Influenza a/b ag eia"	N		CP14																																																													
87420	"	Resp syncytial ag eia"	N		CP14																																																													
87425	"	Rotavirus ag eia"	N		CP14																																																													
87427	"	Shiga-like toxin ag eia"	N		CP14																																																													
87430	"	Strep a ag eia"	N		CP14																																																													
87449	"	Ag detect nos eia mult"	N		CP14																																																													
87450	"	Ag detect nos eia single"	N		CP14																																																													
87451	"	Ag detect polyval eia mult"	N		CP14																																																													
87470	"	Bartonella dna dir probe"	N		CP14																																																													
87471	"	Bartonella dna amp probe"	N		CP14																																																													
87472	"	Bartonella dna quant"	N		CP14																																																													
87475	"	Lyme dis dna dir probe"	N		CP14																																																													
87476	"	Lyme dis dna amp probe"	N		CP14																																																													
87477	"	Lyme dis dna quant"	N		CP14																																																													
87480	"	Candida dna dir probe"	N		CP14																																																													
87481	"	Candida dna amp probe"	N		CP14																																																													
87482	"	Candida dna quant"	N		CP14																																																													
87485	"	Chylmd pneum dna dir probe"	N		CP14																																																													
87486	"	Chylmd pneum dna amp probe"	N		CP14																																																													
87487	"	Chylmd pneum dna quant"	N		CP14																																																													
87490	"	Chylmd trach dna dir probe"	N		CP14																																																													
87491	"	Chylmd trach dna amp probe"	N		CP14																																																													
87492	"	Chylmd trach dna quant"	N		CP14																																																													
87493	"	C diff amplified probe"	N		NI10																																																													
87495	"	Cytomeg dna dir probe"	N		CP14																																																													
87496	"	Cytomeg dna amp probe"	N		CP14																																																													
87497	"	Cytomeg dna quant"	N		CP14																																																													
87498	"	Enterovirus probe&revrs trns"	N		NI7																																																													
87500	"	Vanomycin dna amp probe"	N		NI8																																																													
87501	"	Influenza dna amp prob 1+"	N		NI11																																																													
87502	"	Influenza dna amp probe"	N		NI11																																																													
87503	"	Influenza dna amp prob addl"	N		NI11																																																													
87505	"	Nfct agent detection gi"	N		NI15																																																													
87506	"	Iadna-dna/rna probe tq 6-11"	N		NI15																																																													
87507	"	Iadna-dna/rna probe tq 12-25"	N		NI15																																																													
87510	"	Gardner vag dna dir probe"	N		CP14																																																													
87511	"	Gardner vag dna amp probe"	N		CP14																																																													
87512	"	Gardner vag dna quant"	N		CP14																																																													
87515	"	Hepatitis b dna dir probe"	N		CP14																																																													
87516	"	Hepatitis b dna amp probe"	N		CP14																																																													
87517	"	Hepatitis b dna quant"	N		CP14																																																													
87520	"	Hepatitis c rna dir probe"	N		CP14																																																													
87521	"	Hepatitis c probe&rvrs trnsc"	N		CP14																																																													
87522	"	Hepatitis c revrs trnscrpj"	N		CP14																																																													
87525	"	Hepatitis g dna dir probe"	N		CP14																																																													
87526	"	Hepatitis g dna amp probe"	N		CP14																																																													
87527	"	Hepatitis g dna quant"	N		CP14																																																													
87528	"	Hsv dna dir probe"	N		CP14																																																													
87529	"	Hsv dna amp probe"	N		CP14																																																													
87530	"	Hsv dna quant"	N		CP14																																																													
87531	"	Hhv-6 dna dir probe"	N		CP14																																																													
87532	"	Hhv-6 dna amp probe"	N		CP14																																																													
87533	"	Hhv-6 dna quant"	N		CP14																																																													
87534	"	Hiv-1 dna dir probe"	N		CP14																																																													
87535	"	Hiv-1 probe&reverse trnscrpj"	N		CP14																																																													
87536	"	Hiv-1 quant&revrse trnscrpj"	N		CP14																																																													
87537	"	Hiv-2 dna dir probe"	N		CP14																																																													
87538	"	Hiv-2 probe&revrse trnscripj"	N		CP14																																																													
87539	"	Hiv-2 quant&revrse trnscripj"	N		CP14																																																													
87540	"	Legion pneumo dna dir prob"	N		CP14																																																													
87541	"	Legion pneumo dna amp prob"	N		CP14																																																													
87542	"	Legion pneumo dna quant"	N		CP14																																																													
87550	"	Mycobacteria dna dir probe"	N		CP14																																																													
87551	"	Mycobacteria dna amp probe"	N		CP14																																																													
87552	"	Mycobacteria dna quant"	N		CP14																																																													
87555	"	M.tuberculo dna dir probe"	N		CP14																																																													
87556	"	M.tuberculo dna amp probe"	N		CP14																																																													
87557	"	M.tuberculo dna quant"	N		CP14																																																													
87560	"	M.avium-intra dna dir prob"	N		CP14																																																													
87561	"	M.avium-intra dna amp prob"	N		CP14																																																													
87562	"	M.avium-intra dna quant"	N		CP14																																																													
87580	"	M.pneumon dna dir probe"	N		CP14																																																													
87581	"	M.pneumon dna amp probe"	N		CP14																																																													
87582	"	M.pneumon dna quant"	N		CP14																																																													
87590	"	N.gonorrhoeae dna dir prob"	N		CP14																																																													
87591	"	N.gonorrhoeae dna amp prob"	N		CP14																																																													
87592	"	N.gonorrhoeae dna quant"	N		CP14																																																													
87620	"	Hpv dna dir probe"	N		D15																																																													
87621	"	Hpv dna amp probe"	N		D15																																																													
87622	"	Hpv dna quant"	N		D15																																																													
87623	"	Hpv low-risk types"	N		NI15																																																													
87624	"	Hpv high-risk types"	N		NI15																																																													
87625	"	Hpv types 16 & 18 only"	N		NI15																																																													
87631	"	Resp virus 3-5 targets"	N		NI13																																																													
87632	"	Resp virus 6-11 targets"	N		NI13																																																													
87633	"	Resp virus 12-25 targets"	N		NI13																																																													
